,movie,award,award_name,score
0,분노의 질주: 더 얼티메이트,후보,제 43회 새턴 어워즈 (최우수 SF영화상),1.5
1,분노의 질주: 더 얼티메이트,후보,제 22회 크리틱스 초이스 시상식 (SF/호러영화상),1.5
2,분노의 질주: 더 얼티메이트,후보,제 33회 로스앤젤레스 아시안 퍼시픽 영화제 (갈라 프레젠테이션),1.5
3,분노의 질주: 더 얼티메이트,후보,제 33회 로스앤젤레스 아시안 퍼시픽 영화제 (스페셜 프레젠테이션),1.5
4,분노의 질주: 더 얼티메이트,후보,제 18회 선댄스영화제 (심사위원대상(미국 드라마)),5.0
5,분노의 질주: 더 얼티메이트,후보,제 34회 샌프란시스코 국제 아시안 아메리칸 영화제 (스페셜 프레젠테이션),3.5
6,분노의 질주: 더 얼티메이트,수상,"제 40회 새턴 어워즈 (최우수 액션,모험상)",3.0
7,분노의 질주: 더 얼티메이트,후보,"제 38회 새턴 어워즈 (최우수 액션,모험상)",1.5
8,분노의 질주: 더 얼티메이트,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 영화상),1.5
9,분노의 질주: 더 얼티메이트,후보,제 27회 하와이국제영화제 (American Immigrant Filmmakers),3.5
10,분노의 질주: 더 얼티메이트,후보,제 23회 선댄스영화제 (미드나잇),5.0
11,분노의 질주: 더 얼티메이트,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 액션연기상),1.5
12,분노의 질주: 더 얼티메이트,수상,제 23회 MTV 영화 & TV 어워즈 (최고의 콤비상),3.0
13,분노의 질주: 더 얼티메이트,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 남자배우상),1.5
14,분노의 질주: 더 얼티메이트,후보,제 25회 골든 라즈베리 시상식 (최악의 남우주연상),1.5
15,분노의 질주: 더 얼티메이트,후보,제 12회 MTV 영화 & TV 어워즈 (최고의 남자배우상),1.5
16,분노의 질주: 더 얼티메이트,수상,제 11회 MTV 영화 & TV 어워즈 (최고의 호흡상),3.0
17,분노의 질주: 더 얼티메이트,후보,제 11회 MTV 영화 & TV 어워즈 (최고의 남자배우상),1.5
18,분노의 질주: 더 얼티메이트,후보,심사위원대상(미국 드라마),1.5
19,분노의 질주: 더 얼티메이트,후보,제 77회 골든 글로브 시상식 (여우주연상-드라마),5.0
20,분노의 질주: 더 얼티메이트,후보,제 73회 영국 아카데미 시상식 (여우주연상),5.0
21,분노의 질주: 더 얼티메이트,후보,제 26회 미국 배우 조합상 (영화부문 여우주연상),1.5
22,분노의 질주: 더 얼티메이트,후보,제 92회 미국 아카데미 시상식 (여우주연상),5.0
23,분노의 질주: 더 얼티메이트,후보,제 40회 런던 비평가 협회상 (여우주연상),1.5
24,분노의 질주: 더 얼티메이트,후보,제 25회 크리틱스 초이스 시상식 (여우주연상),1.5
25,분노의 질주: 더 얼티메이트,수상,제 31회 팜스프링스 국제영화제 (인터네셔널 스타 어워드),7.0
26,분노의 질주: 더 얼티메이트,후보,제 76회 골든 글로브 시상식 (여우주연상-뮤지컬코미디),5.0
27,분노의 질주: 더 얼티메이트,후보,제 24회 크리틱스 초이스 시상식 (코미디 영화 여우주연상),1.5
28,분노의 질주: 더 얼티메이트,후보,제 44회 애니어워드 (장편 애니메이션: 감독상),1.5
29,분노의 질주: 더 얼티메이트,후보,제 21회 크리틱스 초이스 시상식 (여우주연상),1.5
30,분노의 질주: 더 얼티메이트,수상,제 25회 MTV 영화 & TV 어워즈 (최고의 여자배우상),3.0
31,분노의 질주: 더 얼티메이트,수상,제 21회 크리틱스 초이스 시상식 (액션영화 여우주연상),3.0
32,분노의 질주: 더 얼티메이트,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 영웅상),1.5
33,분노의 질주: 더 얼티메이트,수상,제 42회 새턴 어워즈 (최우수 여우주연상),3.0
34,분노의 질주: 더 얼티메이트,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 싸움상),1.5
35,분노의 질주: 더 얼티메이트,후보,제 5회 CINE ICON: KT&G 상상마당 배우기획전 (ICON OF THE YEAR),1.5
36,분노의 질주: 더 얼티메이트,후보,제 28회 시카고 비평가 협회상 (여우주연상),1.5
37,분노의 질주: 더 얼티메이트,후보,제 35회 골든 라즈베리 시상식 (최악의 여우주연상),1.5
38,분노의 질주: 더 얼티메이트,후보,제 39회 새턴 어워즈 (최우수 여우조연상),1.5
39,분노의 질주: 더 얼티메이트,후보,제 69회 골든 글로브 시상식 (여우주연상-뮤지컬코미디),5.0
40,분노의 질주: 더 얼티메이트,후보,제 17회 크리틱스 초이스 시상식 (여우주연상),1.5
41,분노의 질주: 더 얼티메이트,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 여자배우상),1.5
42,분노의 질주: 더 얼티메이트,후보,제 78회 미국 아카데미 시상식 (여우주연상),5.0
43,분노의 질주: 더 얼티메이트,후보,제 12회 미국 배우 조합상 (영화부문 여우주연상),1.5
44,분노의 질주: 더 얼티메이트,후보,제 63회 골든 글로브 시상식 (여우주연상-드라마),5.0
45,분노의 질주: 더 얼티메이트,후보,제 11회 미국 배우 조합상 (TV영화/미니시리즈부문 연기상(여자)),1.5
46,분노의 질주: 더 얼티메이트,수상,제 10회 미국 배우 조합상 (영화부문 여우주연상),3.0
47,분노의 질주: 더 얼티메이트,후보,제 13회 MTV 영화 & TV 어워즈 (최고의 여자배우상),1.5
48,분노의 질주: 더 얼티메이트,수상,제 38회 전미 비평가 협회상 (여우주연상),3.0
49,분노의 질주: 더 얼티메이트,수상,제 76회 미국 아카데미 시상식 (여우주연상),10.0
50,분노의 질주: 더 얼티메이트,수상,제 54회 베를린국제영화제 (은곰상:여자연기자상),7.0
51,분노의 질주: 더 얼티메이트,수상,제 61회 골든 글로브 시상식 (여우주연상-드라마),10.0
52,분노의 질주: 더 얼티메이트,후보,제 13회 MTV 영화 & TV 어워즈 (최고의 키스상),1.5
53,분노의 질주: 더 얼티메이트,수상,제 9회 크리틱스 초이스 시상식 (여우주연상),3.0
54,분노의 질주: 더 얼티메이트,수상,제 16회 시카고 비평가 협회상 (여우주연상),3.0
55,분노의 질주: 더 얼티메이트,후보,제 22회 골든 라즈베리 시상식 (최악의 여우주연상),1.5
56,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트),1.5
57,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트),1.5
58,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트),1.5
59,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트),1.5
60,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트),1.5
61,분노의 질주: 더 얼티메이트,후보,제 27회 골든 라즈베리 시상식 (최악의 여우조연상),1.5
62,새해전야,후보,제 35회 브뤼셀 판타스틱 영화제 (국제 경쟁),3.5
63,새해전야,후보,제 41회 홍콩 국제 영화제 (아이 시 잇 마이 웨이),3.5
64,새해전야,후보,제 15회 서울국제여성영화제 (새로운 물결),3.5
65,새해전야,후보,제 12회 전북독립영화제 (초청작),1.5
66,새해전야,수상,제 6회 시네마디지털서울 (무비꼴라쥬상),3.0
67,새해전야,후보,제 31회 브뤼셀 판타스틱 영화제 (오피셜 셀렉션),1.5
68,새해전야,후보,제 17회 판타지아 영화제 (장편 영화),1.5
69,새해전야,후보,제 37회 홍콩 국제 영화제 (미드나잇 히트),3.5
70,새해전야,후보,제 49회 금마장 (필름 컬트(URE)),1.5
71,새해전야,후보,제 32회 하와이국제영화제 (HIFF 익스트림),3.5
72,새해전야,후보,제 45회 시체스영화제 (카사 아시아),1.5
73,새해전야,후보,제 60회 베를린국제영화제 (오늘의베를린상),3.5
74,새해전야,후보,제 14회 판타지아 영화제 (장편 영화),1.5
75,새해전야,후보,제 17회 춘사영화제 (출품작),1.5
76,새해전야,후보,제 3회 천안월드영화제 (패밀리가 떴다),1.5
77,새해전야,후보,제 49회 백상예술대상 (영화 남자인기상),1.5
78,새해전야,후보,제 46회 백상예술대상 (영화 남자인기상),1.5
79,새해전야,후보,TV 여자 우수연기상,1.5
80,새해전야,후보,제 10회 코리아드라마페스티벌 (TV 여자 우수연기상),1.5
81,새해전야,후보,제 53회 백상예술대상 (TV 여자인기상),1.5
82,새해전야,수상,제 1회 APAN Star Awards (TV 드라마 라이징스타상),3.0
83,새해전야,수상,제 47회 백상예술대상 (TV 여자신인연기상),3.0
84,새해전야,후보,제 47회 백상예술대상 (TV 여자인기상),1.5
85,새해전야,후보,제 41회 청룡영화상 (남우조연상),1.5
86,새해전야,후보,TV 남자조연상,1.5
87,새해전야,수상,TV 드라마 남우조연상,3.0
88,새해전야,후보,제 52회 백상예술대상 (영화 남자인기상),1.5
89,새해전야,후보,제 52회 대종상 영화제 (남우조연상),1.5
90,새해전야,후보,제 51회 백상예술대상 (영화 남자조연상),1.5
91,새해전야,수상,제 35회 황금촬영상 시상식 (신인남우상),3.0
92,새해전야,후보,영화 남자인기상,1.5
93,새해전야,후보,제 50회 백상예술대상 (TV 남자인기상),1.5
94,새해전야,후보,제 33회 청룡영화상 (신인남우상),1.5
95,새해전야,후보,제 48회 대종상 영화제 (신인남자배우상),1.5
96,새해전야,후보,제 52회 백상예술대상 (TV 여자인기상),1.5
97,새해전야,후보,영화 여자인기상,1.5
98,새해전야,후보,제 50회 백상예술대상 (TV 여자인기상),1.5
99,새해전야,후보,제 50회 백상예술대상 (영화 여자인기상),1.5
100,새해전야,후보,제 45회 백상예술대상 (TV 여자신인연기상),1.5
101,새해전야,후보,제 45회 백상예술대상 (TV부문 인기상),1.5
102,새해전야,후보,제 45회 백상예술대상 (영화부문 인기상),1.5
103,새해전야,후보,제 44회 백상예술대상 (영화 여자신인연기상),1.5
104,새해전야,수상,제 5회 맥스무비 최고의 영화상 (최고의 여자신인 배우상),3.0
105,새해전야,수상,제 31회 황금촬영상 시상식 (신인여우상),3.0
106,새해전야,후보,제 6회 대한민국 영화대상 (신인여우상),1.5
107,새해전야,후보,영화부문 인기상,1.5
108,새해전야,후보,제 5회 대한민국 영화대상 (신인여우상),1.5
109,새해전야,후보,제 9회 코리아드라마페스티벌 (TV 남자 신인상),1.5
110,새해전야,후보,제 52회 백상예술대상 (TV 남자신인연기상),1.5
111,새해전야,수상,인기영화인 - 대상 남자신인배우,3.0
112,새해전야,수상,제 21회 전주국제영화제 (한국경쟁 - 배우상),7.0
113,새해전야,후보,제 56회 대종상 영화제 (여우조연상),1.5
114,새해전야,후보,제 55회 백상예술대상 (영화 여자조연상),1.5
115,새해전야,후보,TV 여자조연상,1.5
116,새해전야,후보,제 54회 백상예술대상 (영화 여자조연상),1.5
117,새해전야,후보,제 38회 청룡영화상 (여우조연상),1.5
118,새해전야,수상,제 15회 제천국제음악영화제 (올해의 발견),7.0
119,새해전야,후보,제 40회 청룡영화상 (신인여우상),1.5
120,새해전야,수상,제 8회 코리아드라마페스티벌 (TV 여자 우수연기상),3.0
121,새해전야,후보,TV 여자인기상,1.5
122,새해전야,후보,제 6회 코리아드라마페스티벌 (TV 여자 신인상),1.5
123,새해전야,후보,제 41회 청룡영화상 (신인남우상),1.5
124,새해전야,후보,제 25회 춘사영화제 (신인남우상),1.5
125,새해전야,후보,제 8회 CINE ICON: KT&G 상상마당 배우기획전 (﻿NEW ICON),1.5
126,007 노 타임 투 다이,후보,감독상(드라마시리즈),1.5
127,007 노 타임 투 다이,후보,TV 장편 각색상,1.5
128,007 노 타임 투 다이,후보,제 22회 미국 배우 조합상 (영화부문 앙상블상),1.5
129,007 노 타임 투 다이,후보,제 51회 카를로비바리 국제 영화제 (수평선부문),3.5
130,007 노 타임 투 다이,후보,제 28회 도쿄국제영화제 (파노라마),3.5
131,007 노 타임 투 다이,후보,제 38회 밀 밸리 영화제 (미국영화),1.5
132,007 노 타임 투 다이,후보,제 42회 텔루라이드 영화제 (장편 부문),1.5
133,007 노 타임 투 다이,후보,제 40회 토론토국제영화제 (특별한 발표 부문),3.5
134,007 노 타임 투 다이,후보,제 59회 런던 국제 영화제 (공식 경쟁),3.5
135,007 노 타임 투 다이,후보,제 67회 미국 감독 조합상 (감독상(드라마시리즈)),1.5
136,007 노 타임 투 다이,후보,제 10회 취리히 영화제 (티비젼),1.5
137,007 노 타임 투 다이,수상,제 66회 에미상 (TV 드라마-감독상),10.0
138,007 노 타임 투 다이,후보,헌정 부문,1.5
139,007 노 타임 투 다이,후보,제 26회 고야상 (유럽영화상),1.5
140,007 노 타임 투 다이,후보,제 60회 멜버른 국제 영화제 (국제 파노라마),3.5
141,007 노 타임 투 다이,후보,제 1회 CINE ICON: KT&G 상상마당 배우기획전 (상영작),1.5
142,007 노 타임 투 다이,후보,제 46회 카를로비바리 국제 영화제 (공식부문-비경쟁),3.5
143,007 노 타임 투 다이,후보,제 44회 시체스영화제 (오피셜 판타스틱 파노라마 경쟁부문),1.5
144,007 노 타임 투 다이,후보,제 58회 시드니 영화제 (러브 미),1.5
145,007 노 타임 투 다이,후보,제 15회 크리틱스 초이스 시상식 (외국어 영화상),1.5
146,007 노 타임 투 다이,후보,제 22회 시카고 비평가 협회상 (유망연출상),1.5
147,007 노 타임 투 다이,수상,제 20회 스톡홀름영화제 (최우수 첫 작품상),3.0
148,007 노 타임 투 다이,수상,제 25회 선댄스영화제 (감독상),10.0
149,007 노 타임 투 다이,수상,제 20회 스톡홀름영화제 (FIPRESCI 국제비평가상),7.0
150,007 노 타임 투 다이,수상,제 63회 에든버러국제영화제 (신인감독상),7.0
151,007 노 타임 투 다이,후보,제 44회 카를로비바리 국제 영화제 (수평선부문),3.5
152,007 노 타임 투 다이,후보,제 57회 산세바스티안국제영화제 (호라이즌 라틴부문),3.5
153,007 노 타임 투 다이,후보,제 20회 스톡홀름영화제 (경쟁),1.5
154,007 노 타임 투 다이,후보,제 43회 뉴욕영화제 (단편 상영작),1.5
155,007 노 타임 투 다이,수상,제 21회 선댄스영화제 (단편영화특별언급),10.0
156,007 노 타임 투 다이,후보,제 77회 골든 글로브 시상식 (남우주연상-뮤지컬코미디),5.0
157,007 노 타임 투 다이,후보,제 21회 크리틱스 초이스 시상식 (액션영화 남우주연상),1.5
158,007 노 타임 투 다이,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 싸움상),1.5
159,007 노 타임 투 다이,후보,제 33회 런던 비평가 협회상 (영국남우주연상),1.5
160,007 노 타임 투 다이,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 웃통 벗은 연기상),1.5
161,007 노 타임 투 다이,수상,제 18회 크리틱스 초이스 시상식 (액션영화 남우주연상),3.0
162,007 노 타임 투 다이,후보,제 39회 새턴 어워즈 (최우수 남우주연상),1.5
163,007 노 타임 투 다이,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 싸움상),1.5
164,007 노 타임 투 다이,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 남자배우상),1.5
165,007 노 타임 투 다이,후보,제 60회 영국 아카데미 시상식 (남우주연상),5.0
166,007 노 타임 투 다이,수상,제 25회 런던 비평가 협회상 (영국남우주연상),3.0
167,007 노 타임 투 다이,수상,제 52회 에든버러국제영화제 (영국연기대상),7.0
168,007 노 타임 투 다이,후보,남우주연상-TV 드라마,1.5
169,007 노 타임 투 다이,수상,제 30회 팜스프링스 국제영화제 (브레이크스루 퍼포먼스 어워드),7.0
170,007 노 타임 투 다이,후보,제 24회 크리틱스 초이스 시상식 (남우주연상),1.5
171,007 노 타임 투 다이,수상,제 91회 미국 아카데미 시상식 (남우주연상),10.0
172,007 노 타임 투 다이,수상,제 76회 골든 글로브 시상식 (남우주연상-드라마),10.0
173,007 노 타임 투 다이,수상,제 25회 미국 배우 조합상 (영화부문 남우주연상),3.0
174,007 노 타임 투 다이,후보,제 28회 MTV 영화 & TV 어워즈 (영화 - 최고의 배우상),1.5
175,007 노 타임 투 다이,수상,제 72회 영국 아카데미 시상식 (남우주연상),10.0
176,007 노 타임 투 다이,후보,제 8회 CINE ICON: KT&G 상상마당 배우기획전 (﻿CINE ICON),1.5
177,007 노 타임 투 다이,후보,제 31회 시카고 비평가 협회상 (남우주연상),1.5
178,007 노 타임 투 다이,수상,아웃스탠딩 퍼포머상,3.0
179,007 노 타임 투 다이,후보,제 23회 미국 배우 조합상 (TV드라마부문연기상(남자)),1.5
180,007 노 타임 투 다이,후보,제 74회 골든 글로브 시상식 (남우주연상-TV 드라마),5.0
181,007 노 타임 투 다이,수상,제 68회 에미상 (TV 드라마-남우주연상),10.0
182,007 노 타임 투 다이,후보,제 22회 크리틱스 초이스 시상식 (TV 부문 - 드라마 시리즈 남우주연상),1.5
183,007 노 타임 투 다이,후보,제 73회 골든 글로브 시상식 (남우주연상-TV 드라마),5.0
184,007 노 타임 투 다이,후보,제 22회 미국 배우 조합상 (TV드라마부문연기상(남자)),1.5
185,007 노 타임 투 다이,후보,제 39회 세자르영화제 (여우주연상),1.5
186,007 노 타임 투 다이,후보,제 48회 전미 비평가 협회상 (여우조연상),1.5
187,007 노 타임 투 다이,후보,제 26회 시카고 비평가 협회상 (여우조연상),1.5
188,007 노 타임 투 다이,수상,제 66회 칸영화제 (황금종려상),10.0
189,007 노 타임 투 다이,후보,신인상,1.5
190,007 노 타임 투 다이,후보,제 38회 세자르영화제 (여우주연상),1.5
191,007 노 타임 투 다이,후보,제 36회 세자르영화제 (신인여우상),1.5
192,007 노 타임 투 다이,후보,제 34회 세자르영화제 (신인여우상),1.5
193,쥬라기 월드: 도미니언,후보,제 8회 북경국제영화제 (블록버스터),3.5
194,쥬라기 월드: 도미니언,후보,제 42회 새턴 어워즈 (최우수 SF영화상),1.5
195,쥬라기 월드: 도미니언,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 영화상),1.5
196,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (액션영화상),1.5
197,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (SF/호러영화상),1.5
198,쥬라기 월드: 도미니언,후보,제 42회 새턴 어워즈 (최우수 감독상),1.5
199,쥬라기 월드: 도미니언,후보,제 39회 새턴 어워즈 (최우수 독립영화상),1.5
200,쥬라기 월드: 도미니언,후보,제 23회 스톡홀름영화제 (미국 독립 영화),1.5
201,쥬라기 월드: 도미니언,후보,제 28회 선댄스영화제 (미국 드라마틱 경쟁),5.0
202,쥬라기 월드: 도미니언,후보,제 16회 부천국제판타스틱영화제 (월드 판타스틱 시네마),3.5
203,쥬라기 월드: 도미니언,후보,제 25회 시카고 비평가 협회상 (유망연출상),1.5
204,쥬라기 월드: 도미니언,수상,제 28회 선댄스영화제 (각본상(미국 드라마)),10.0
205,쥬라기 월드: 도미니언,후보,제 45회 시체스영화제 (오피셜 판타스틱 경쟁부문),1.5
206,쥬라기 월드: 도미니언,후보,제 30회 뮌헨 국제영화제 (국제 인디펜던트 부문),3.5
207,쥬라기 월드: 도미니언,후보,제 38회 시애틀국제영화제 (노스웨스트 커넥션),3.5
208,쥬라기 월드: 도미니언,후보,제 43회 새턴 어워즈 (최우수 남우주연상),1.5
209,쥬라기 월드: 도미니언,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 남자배우상),1.5
210,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (액션영화 남우주연상),1.5
211,쥬라기 월드: 도미니언,수상,제 25회 MTV 영화 & TV 어워즈 (최고의 액션연기상),3.0
212,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 영웅상),1.5
213,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 남자배우상),1.5
214,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 웃통 벗은 연기상),1.5
215,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 뮤지컬 퍼포먼스),1.5
216,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 코믹연기상),1.5
217,쥬라기 월드: 도미니언,수상,제 41회 새턴 어워즈 (최우수 남우주연상),3.0
218,쥬라기 월드: 도미니언,후보,제 20회 크리틱스 초이스 시상식 (액션영화 남우주연상),1.5
219,쥬라기 월드: 도미니언,수상,제 44회 토론토국제영화제 (다큐멘터리 관객상-세컨드),7.0
220,쥬라기 월드: 도미니언,후보,제 44회 토론토국제영화제 (TIFF DOCS 부분),3.5
221,쥬라기 월드: 도미니언,후보,제 23회 미국 배우 조합상 (TV영화/미니시리즈부문 연기상(여자)),1.5
222,쥬라기 월드: 도미니언,후보,제 43회 새턴 어워즈 (최우수 여우조연상),1.5
223,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (액션영화 여우주연상),1.5
224,쥬라기 월드: 도미니언,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 속뒤집히는 순간),1.5
225,쥬라기 월드: 도미니언,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 악당상),1.5
226,쥬라기 월드: 도미니언,후보,"제 65회 골든 글로브 시상식 (여우주연상-TV 미니시리즈,영화)",5.0
227,쥬라기 월드: 도미니언,후보,제 14회 MTV 영화 & TV 어워즈 (여우신인상),1.5
228,미나리,후보,제 78회 골든 글로브 시상식 (외국어 영화상),5.0
229,미나리,후보,제 27회 미국 배우 조합상 (영화부문 앙상블상),1.5
230,미나리,후보,제 41회 런던 비평가 협회상 (작품상),1.5
231,미나리,후보,제 41회 런던 비평가 협회상 (외국어영화상),1.5
232,미나리,후보,제 33회 시카고 비평가 협회상 (유망감독상),1.5
233,미나리,후보,제 46회 도빌 아메리칸 영화제 (경쟁 부문),1.5
234,미나리,수상,제 36회 선댄스영화제 (심사위원대상(미국 드라마)),10.0
235,미나리,수상,제 36회 선댄스영화제 (관객상(미국 드라마)),10.0
236,미나리,후보,제 25회 부산국제영화제 (갈라 프레젠테이션),3.5
237,미나리,후보,제 36회 선댄스영화제 (미국 드라마틱 경쟁),5.0
238,미나리,후보,제 40회 하와이국제영화제 (뉴 아메리칸 퍼스펙티브),3.5
239,미나리,수상,제 29회 로스앤젤레스 아시안 퍼시픽 영화제 (심사위원대상-장편영화경쟁),3.0
240,미나리,수상,제 29회 로스앤젤레스 아시안 퍼시픽 영화제 (감독상-장편영화경쟁),3.0
241,미나리,후보,제 31회 샌프란시스코 국제 아시안 아메리칸 영화제 (장편영화),3.5
242,미나리,후보,제 17회 부산국제영화제 (월드 시네마),3.5
243,미나리,후보,제 32회 모스크바 국제 영화제 (새로운 시선 경쟁),3.5
244,미나리,후보,제 9회 트라이베카 필름 페스티벌 (국제장편경쟁),3.5
245,미나리,후보,제 51회 런던 국제 영화제 (트레져),3.5
246,미나리,후보,제 60회 칸영화제 (주목할 만한 시선),5.0
247,미나리,후보,제 34회 겐트 영화제 (세계 영화 부문),1.5
248,미나리,후보,제 12회 부산국제영화제 (플래시 포워드),3.5
249,미나리,후보,제 32회 토론토국제영화제 (현대 세계 영화 부문),3.5
250,미나리,후보,제 27회 미국 배우 조합상 (영화부문 남우주연상),1.5
251,미나리,후보,제 33회 시카고 비평가 협회상 (남우주연상),1.5
252,미나리,수상,매버릭상,3.0
253,미나리,수상,제 21회 쇼트쇼츠 국제단편영화제 (국제 경쟁 남우주연상),7.0
254,미나리,후보,제 45회 새턴 어워즈 (최우수 남우조연상),1.5
255,미나리,수상,제 24회 춘사영화제 (남우조연상),3.0
256,미나리,수상,제 53회 전미 비평가 협회상 (남우조연상),3.0
257,미나리,수상,제 34회 산타바바라 국제영화제 (버추오소스상),7.0
258,미나리,후보,제 55회 백상예술대상 (영화 남자조연상),1.5
259,미나리,후보,제 27회 부일영화상 (남우 조연상),1.5
260,미나리,후보,제 39회 청룡영화상 (남우조연상),1.5
261,미나리,후보,제 55회 대종상 영화제 (남우조연상),1.5
262,미나리,수상,제 44회 LA 비평가 협회상 (남우조연상),3.0
263,미나리,후보,제 31회 시카고 비평가 협회상 (남우조연상),1.5
264,미나리,후보,제 5회 CINE ICON: KT&G 상상마당 배우기획전 (﻿NEW ICON),1.5
265,미나리,수상,제 18회 부산영화평론가협회상 (여우주연상),3.0
266,미나리,후보,제 53회 백상예술대상 (영화 여자최우수연기상),1.5
267,미나리,후보,제 4회 들꽃영화상 (여우주연상),1.5
268,미나리,후보,제 53회 백상예술대상 (영화 여자인기상),1.5
269,미나리,수상,제 12회 대한민국 대학 영화제 (여우주연상),3.0
270,미나리,후보,제 37회 청룡영화상 (여우주연상),1.5
271,미나리,수상,상업영화부문 배우상,3.0
272,미나리,후보,제 52회 백상예술대상 (영화 여자인기상),1.5
273,미나리,후보,제 9회 아시안 필름 어워드 (여우조연상),1.5
274,미나리,후보,제 20회 춘사영화제 (우수연기상(여자)),1.5
275,미나리,후보,제 51회 백상예술대상 (영화 여자조연상),1.5
276,미나리,후보,제 24회 부일영화상 (여우 조연상),1.5
277,미나리,후보,제 51회 대종상 영화제 (여우조연상),1.5
278,미나리,후보,제 35회 청룡영화상 (여우조연상),1.5
279,미나리,후보,영화 여자인기상,1.5
280,미나리,수상,제 49회 백상예술대상 (영화 여자신인연기상),3.0
281,미나리,후보,제 49회 백상예술대상 (영화 여자인기상),1.5
282,미나리,후보,제 33회 청룡영화상 (신인여우상),1.5
283,미나리,후보,제 55회 전미 비평가 협회상 (여우조연상),1.5
284,미나리,후보,제 27회 미국 배우 조합상 (영화부문 여우조연상),1.5
285,미나리,수상,제 46회 LA 비평가 협회상 (여우조연상),3.0
286,미나리,후보,제 33회 시카고 비평가 협회상 (여우조연상),1.5
287,미나리,후보,제 29회 부일영화상 (여우 조연상),1.5
288,미나리,수상,제 26회 부일영화상 (여우 주연상),3.0
289,미나리,후보,제 22회 춘사영화제 (여우주연상),1.5
290,미나리,후보,제 53회 백상예술대상 (영화 여자최우수연기상),1.5
291,미나리,후보,제 4회 들꽃영화상 (여우주연상),1.5
292,미나리,후보,제 53회 백상예술대상 (영화 여자인기상),1.5
293,미나리,수상,제 20회 판타지아 영화제 (슈발누아경쟁 - 여우주연상),3.0
294,미나리,후보,제 37회 청룡영화상 (여우주연상),1.5
295,미나리,후보,제 10회 아시아 태평양 스크린 어워드 (여우주연상),1.5
296,미나리,수상,제 10회 아시아 태평양 스크린 어워드 (심사위원상),3.0
297,미나리,수상,인기영화인 - 대상 원로배우,3.0
298,미나리,수상,은관문화훈장,3.0
299,미나리,후보,제 53회 대종상 영화제 (여우주연상),1.5
300,미나리,수상,한국 최고의 배우,3.0
301,미나리,후보,제 50회 대종상 영화제 (여우주연상),1.5
302,미나리,후보,제 21회 부일영화상 (여우 조연상),1.5
303,미나리,수상,제 8회 맥스무비 최고의 영화상 (최고의 여자조연 배우상),3.0
304,미나리,수상,제 5회 아시안 필름 어워드 (여우조연상),3.0
305,미나리,수상,제 19회 부일영화상 (여우 조연상),3.0
306,미나리,수상,제 8회 대한민국 영화대상 (여우조연상),3.0
307,미나리,수상,제 31회 청룡영화상 (여우조연상),3.0
308,미나리,수상,제 12회 씨네마닐라 국제영화제  (여우주연상),7.0
309,미나리,수상,제 18회 춘사영화제 (여우조연상),3.0
310,미나리,수상,제 47회 대종상 영화제 (여우조연상),3.0
311,미나리,수상,제 2회 대한민국 영화대상 (여우조연상),3.0
312,미나리,수상,제 4회 부산영화평론가협회상 (여우조연상),3.0
313,미나리,수상,제 8회 청룡영화상 (여우주연상),3.0
314,미나리,수상,제 10회 대종상 영화제 (신인상),3.0
315,더블패티,수상,제 5회 서울웹페스트 영화제 (베스트 웹시리즈),3.0
316,더블패티,후보,제 19회 전주국제영화제 (코리아 시네마스케이프 단편),3.5
317,더블패티,후보,제 17회 미쟝센 단편영화제 (희극지왕 부문),1.5
318,더블패티,후보,제 43회 서울독립영화제 (경쟁부문 - 단편),1.5
