,movie,award,award_name
0,분노의 질주: 더 얼티메이트,후보,제 43회 새턴 어워즈 (최우수 SF영화상)
1,분노의 질주: 더 얼티메이트,후보,제 22회 크리틱스 초이스 시상식 (SF/호러영화상)
2,분노의 질주: 더 얼티메이트,후보,제 33회 로스앤젤레스 아시안 퍼시픽 영화제 (갈라 프레젠테이션)
3,분노의 질주: 더 얼티메이트,후보,제 33회 로스앤젤레스 아시안 퍼시픽 영화제 (스페셜 프레젠테이션)
4,분노의 질주: 더 얼티메이트,후보,제 18회 선댄스영화제 (심사위원대상(미국 드라마))
5,분노의 질주: 더 얼티메이트,후보,제 34회 샌프란시스코 국제 아시안 아메리칸 영화제 (스페셜 프레젠테이션)
6,분노의 질주: 더 얼티메이트,수상,"제 40회 새턴 어워즈 (최우수 액션,모험상)"
7,분노의 질주: 더 얼티메이트,후보,"제 38회 새턴 어워즈 (최우수 액션,모험상)"
8,분노의 질주: 더 얼티메이트,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 영화상)
9,분노의 질주: 더 얼티메이트,후보,제 27회 하와이국제영화제 (American Immigrant Filmmakers)
10,분노의 질주: 더 얼티메이트,후보,제 23회 선댄스영화제 (미드나잇)
11,분노의 질주: 더 얼티메이트,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 액션연기상)
12,분노의 질주: 더 얼티메이트,수상,제 23회 MTV 영화 & TV 어워즈 (최고의 콤비상)
13,분노의 질주: 더 얼티메이트,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
14,분노의 질주: 더 얼티메이트,후보,제 25회 골든 라즈베리 시상식 (최악의 남우주연상)
15,분노의 질주: 더 얼티메이트,후보,제 12회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
16,분노의 질주: 더 얼티메이트,수상,제 11회 MTV 영화 & TV 어워즈 (최고의 호흡상)
17,분노의 질주: 더 얼티메이트,후보,제 11회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
18,분노의 질주: 더 얼티메이트,후보,심사위원대상(미국 드라마)
19,분노의 질주: 더 얼티메이트,후보,제 77회 골든 글로브 시상식 (여우주연상-드라마)
20,분노의 질주: 더 얼티메이트,후보,제 73회 영국 아카데미 시상식 (여우주연상)
21,분노의 질주: 더 얼티메이트,후보,제 26회 미국 배우 조합상 (영화부문 여우주연상)
22,분노의 질주: 더 얼티메이트,후보,제 92회 미국 아카데미 시상식 (여우주연상)
23,분노의 질주: 더 얼티메이트,후보,제 40회 런던 비평가 협회상 (여우주연상)
24,분노의 질주: 더 얼티메이트,후보,제 25회 크리틱스 초이스 시상식 (여우주연상)
25,분노의 질주: 더 얼티메이트,수상,제 31회 팜스프링스 국제영화제 (인터네셔널 스타 어워드)
26,분노의 질주: 더 얼티메이트,후보,제 76회 골든 글로브 시상식 (여우주연상-뮤지컬코미디)
27,분노의 질주: 더 얼티메이트,후보,제 24회 크리틱스 초이스 시상식 (코미디 영화 여우주연상)
28,분노의 질주: 더 얼티메이트,후보,제 44회 애니어워드 (장편 애니메이션: 감독상)
29,분노의 질주: 더 얼티메이트,후보,제 21회 크리틱스 초이스 시상식 (여우주연상)
30,분노의 질주: 더 얼티메이트,수상,제 25회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
31,분노의 질주: 더 얼티메이트,수상,제 21회 크리틱스 초이스 시상식 (액션영화 여우주연상)
32,분노의 질주: 더 얼티메이트,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 영웅상)
33,분노의 질주: 더 얼티메이트,수상,제 42회 새턴 어워즈 (최우수 여우주연상)
34,분노의 질주: 더 얼티메이트,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 싸움상)
35,분노의 질주: 더 얼티메이트,후보,제 5회 CINE ICON: KT&G 상상마당 배우기획전 (ICON OF THE YEAR)
36,분노의 질주: 더 얼티메이트,후보,제 28회 시카고 비평가 협회상 (여우주연상)
37,분노의 질주: 더 얼티메이트,후보,제 35회 골든 라즈베리 시상식 (최악의 여우주연상)
38,분노의 질주: 더 얼티메이트,후보,제 39회 새턴 어워즈 (최우수 여우조연상)
39,분노의 질주: 더 얼티메이트,후보,제 69회 골든 글로브 시상식 (여우주연상-뮤지컬코미디)
40,분노의 질주: 더 얼티메이트,후보,제 17회 크리틱스 초이스 시상식 (여우주연상)
41,분노의 질주: 더 얼티메이트,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
42,분노의 질주: 더 얼티메이트,후보,제 78회 미국 아카데미 시상식 (여우주연상)
43,분노의 질주: 더 얼티메이트,후보,제 12회 미국 배우 조합상 (영화부문 여우주연상)
44,분노의 질주: 더 얼티메이트,후보,제 63회 골든 글로브 시상식 (여우주연상-드라마)
45,분노의 질주: 더 얼티메이트,후보,제 11회 미국 배우 조합상 (TV영화/미니시리즈부문 연기상(여자))
46,분노의 질주: 더 얼티메이트,수상,제 10회 미국 배우 조합상 (영화부문 여우주연상)
47,분노의 질주: 더 얼티메이트,후보,제 13회 MTV 영화 & TV 어워즈 (최고의 여자배우상)
48,분노의 질주: 더 얼티메이트,수상,제 38회 전미 비평가 협회상 (여우주연상)
49,분노의 질주: 더 얼티메이트,수상,제 76회 미국 아카데미 시상식 (여우주연상)
50,분노의 질주: 더 얼티메이트,수상,제 54회 베를린국제영화제 (은곰상:여자연기자상)
51,분노의 질주: 더 얼티메이트,수상,제 61회 골든 글로브 시상식 (여우주연상-드라마)
52,분노의 질주: 더 얼티메이트,후보,제 13회 MTV 영화 & TV 어워즈 (최고의 키스상)
53,분노의 질주: 더 얼티메이트,수상,제 9회 크리틱스 초이스 시상식 (여우주연상)
54,분노의 질주: 더 얼티메이트,수상,제 16회 시카고 비평가 협회상 (여우주연상)
55,분노의 질주: 더 얼티메이트,후보,제 22회 골든 라즈베리 시상식 (최악의 여우주연상)
56,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트)
57,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트)
58,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트)
59,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트)
60,분노의 질주: 더 얼티메이트,후보,제 43회 도빌 아메리칸 영화제 (트리뷰트)
61,분노의 질주: 더 얼티메이트,후보,제 27회 골든 라즈베리 시상식 (최악의 여우조연상)
62,새해전야,후보,제 35회 브뤼셀 판타스틱 영화제 (국제 경쟁)
63,새해전야,후보,제 41회 홍콩 국제 영화제 (아이 시 잇 마이 웨이)
64,새해전야,후보,제 15회 서울국제여성영화제 (새로운 물결)
65,새해전야,후보,제 12회 전북독립영화제 (초청작)
66,새해전야,수상,제 6회 시네마디지털서울 (무비꼴라쥬상)
67,새해전야,후보,제 31회 브뤼셀 판타스틱 영화제 (오피셜 셀렉션)
68,새해전야,후보,제 17회 판타지아 영화제 (장편 영화)
69,새해전야,후보,제 37회 홍콩 국제 영화제 (미드나잇 히트)
70,새해전야,후보,제 49회 금마장 (필름 컬트(URE))
71,새해전야,후보,제 32회 하와이국제영화제 (HIFF 익스트림)
72,새해전야,후보,제 45회 시체스영화제 (카사 아시아)
73,새해전야,후보,제 60회 베를린국제영화제 (오늘의베를린상)
74,새해전야,후보,제 14회 판타지아 영화제 (장편 영화)
75,새해전야,후보,제 17회 춘사영화제 (출품작)
76,새해전야,후보,제 3회 천안월드영화제 (패밀리가 떴다)
77,새해전야,후보,제 49회 백상예술대상 (영화 남자인기상)
78,새해전야,후보,제 46회 백상예술대상 (영화 남자인기상)
79,새해전야,후보,TV 여자 우수연기상
80,새해전야,후보,제 10회 코리아드라마페스티벌 (TV 여자 우수연기상)
81,새해전야,후보,제 53회 백상예술대상 (TV 여자인기상)
82,새해전야,수상,제 1회 APAN Star Awards (TV 드라마 라이징스타상)
83,새해전야,수상,제 47회 백상예술대상 (TV 여자신인연기상)
84,새해전야,후보,제 47회 백상예술대상 (TV 여자인기상)
85,새해전야,후보,제 41회 청룡영화상 (남우조연상)
86,새해전야,후보,TV 남자조연상
87,새해전야,수상,TV 드라마 남우조연상
88,새해전야,후보,제 52회 백상예술대상 (영화 남자인기상)
89,새해전야,후보,제 52회 대종상 영화제 (남우조연상)
90,새해전야,후보,제 51회 백상예술대상 (영화 남자조연상)
91,새해전야,수상,제 35회 황금촬영상 시상식 (신인남우상)
92,새해전야,후보,영화 남자인기상
93,새해전야,후보,제 50회 백상예술대상 (TV 남자인기상)
94,새해전야,후보,제 33회 청룡영화상 (신인남우상)
95,새해전야,후보,제 48회 대종상 영화제 (신인남자배우상)
96,새해전야,후보,제 52회 백상예술대상 (TV 여자인기상)
97,새해전야,후보,영화 여자인기상
98,새해전야,후보,제 50회 백상예술대상 (TV 여자인기상)
99,새해전야,후보,제 50회 백상예술대상 (영화 여자인기상)
100,새해전야,후보,제 45회 백상예술대상 (TV 여자신인연기상)
101,새해전야,후보,제 45회 백상예술대상 (TV부문 인기상)
102,새해전야,후보,제 45회 백상예술대상 (영화부문 인기상)
103,새해전야,후보,제 44회 백상예술대상 (영화 여자신인연기상)
104,새해전야,수상,제 5회 맥스무비 최고의 영화상 (최고의 여자신인 배우상)
105,새해전야,수상,제 31회 황금촬영상 시상식 (신인여우상)
106,새해전야,후보,제 6회 대한민국 영화대상 (신인여우상)
107,새해전야,후보,영화부문 인기상
108,새해전야,후보,제 5회 대한민국 영화대상 (신인여우상)
109,새해전야,후보,제 9회 코리아드라마페스티벌 (TV 남자 신인상)
110,새해전야,후보,제 52회 백상예술대상 (TV 남자신인연기상)
111,새해전야,수상,인기영화인 - 대상 남자신인배우
112,새해전야,수상,제 21회 전주국제영화제 (한국경쟁 - 배우상)
113,새해전야,후보,제 56회 대종상 영화제 (여우조연상)
114,새해전야,후보,제 55회 백상예술대상 (영화 여자조연상)
115,새해전야,후보,TV 여자조연상
116,새해전야,후보,제 54회 백상예술대상 (영화 여자조연상)
117,새해전야,후보,제 38회 청룡영화상 (여우조연상)
118,새해전야,수상,제 15회 제천국제음악영화제 (올해의 발견)
119,새해전야,후보,제 40회 청룡영화상 (신인여우상)
120,새해전야,수상,제 8회 코리아드라마페스티벌 (TV 여자 우수연기상)
121,새해전야,후보,TV 여자인기상
122,새해전야,후보,제 6회 코리아드라마페스티벌 (TV 여자 신인상)
123,새해전야,후보,제 41회 청룡영화상 (신인남우상)
124,새해전야,후보,제 25회 춘사영화제 (신인남우상)
125,새해전야,후보,제 8회 CINE ICON: KT&G 상상마당 배우기획전 (﻿NEW ICON)
126,007 노 타임 투 다이,후보,감독상(드라마시리즈)
127,007 노 타임 투 다이,후보,TV 장편 각색상
128,007 노 타임 투 다이,후보,제 22회 미국 배우 조합상 (영화부문 앙상블상)
129,007 노 타임 투 다이,후보,제 51회 카를로비바리 국제 영화제 (수평선부문)
130,007 노 타임 투 다이,후보,제 28회 도쿄국제영화제 (파노라마)
131,007 노 타임 투 다이,후보,제 38회 밀 밸리 영화제 (미국영화)
132,007 노 타임 투 다이,후보,제 42회 텔루라이드 영화제 (장편 부문)
133,007 노 타임 투 다이,후보,제 40회 토론토국제영화제 (특별한 발표 부문)
134,007 노 타임 투 다이,후보,제 59회 런던 국제 영화제 (공식 경쟁)
135,007 노 타임 투 다이,후보,제 67회 미국 감독 조합상 (감독상(드라마시리즈))
136,007 노 타임 투 다이,후보,제 10회 취리히 영화제 (티비젼)
137,007 노 타임 투 다이,수상,제 66회 에미상 (TV 드라마-감독상)
138,007 노 타임 투 다이,후보,헌정 부문
139,007 노 타임 투 다이,후보,제 26회 고야상 (유럽영화상)
140,007 노 타임 투 다이,후보,제 60회 멜버른 국제 영화제 (국제 파노라마)
141,007 노 타임 투 다이,후보,제 1회 CINE ICON: KT&G 상상마당 배우기획전 (상영작)
142,007 노 타임 투 다이,후보,제 46회 카를로비바리 국제 영화제 (공식부문-비경쟁)
143,007 노 타임 투 다이,후보,제 44회 시체스영화제 (오피셜 판타스틱 파노라마 경쟁부문)
144,007 노 타임 투 다이,후보,제 58회 시드니 영화제 (러브 미)
145,007 노 타임 투 다이,후보,제 15회 크리틱스 초이스 시상식 (외국어 영화상)
146,007 노 타임 투 다이,후보,제 22회 시카고 비평가 협회상 (유망연출상)
147,007 노 타임 투 다이,수상,제 20회 스톡홀름영화제 (최우수 첫 작품상)
148,007 노 타임 투 다이,수상,제 25회 선댄스영화제 (감독상)
149,007 노 타임 투 다이,수상,제 20회 스톡홀름영화제 (FIPRESCI 국제비평가상)
150,007 노 타임 투 다이,수상,제 63회 에든버러국제영화제 (신인감독상)
151,007 노 타임 투 다이,후보,제 44회 카를로비바리 국제 영화제 (수평선부문)
152,007 노 타임 투 다이,후보,제 57회 산세바스티안국제영화제 (호라이즌 라틴부문)
153,007 노 타임 투 다이,후보,제 20회 스톡홀름영화제 (경쟁)
154,007 노 타임 투 다이,후보,제 43회 뉴욕영화제 (단편 상영작)
155,007 노 타임 투 다이,수상,제 21회 선댄스영화제 (단편영화특별언급)
156,007 노 타임 투 다이,후보,제 77회 골든 글로브 시상식 (남우주연상-뮤지컬코미디)
157,007 노 타임 투 다이,후보,제 21회 크리틱스 초이스 시상식 (액션영화 남우주연상)
158,007 노 타임 투 다이,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 싸움상)
159,007 노 타임 투 다이,후보,제 33회 런던 비평가 협회상 (영국남우주연상)
160,007 노 타임 투 다이,후보,제 22회 MTV 영화 & TV 어워즈 (최고의 웃통 벗은 연기상)
161,007 노 타임 투 다이,수상,제 18회 크리틱스 초이스 시상식 (액션영화 남우주연상)
162,007 노 타임 투 다이,후보,제 39회 새턴 어워즈 (최우수 남우주연상)
163,007 노 타임 투 다이,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 싸움상)
164,007 노 타임 투 다이,후보,제 18회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
165,007 노 타임 투 다이,후보,제 60회 영국 아카데미 시상식 (남우주연상)
166,007 노 타임 투 다이,수상,제 25회 런던 비평가 협회상 (영국남우주연상)
167,007 노 타임 투 다이,수상,제 52회 에든버러국제영화제 (영국연기대상)
168,007 노 타임 투 다이,후보,남우주연상-TV 드라마
169,007 노 타임 투 다이,수상,제 30회 팜스프링스 국제영화제 (브레이크스루 퍼포먼스 어워드)
170,007 노 타임 투 다이,후보,제 24회 크리틱스 초이스 시상식 (남우주연상)
171,007 노 타임 투 다이,수상,제 91회 미국 아카데미 시상식 (남우주연상)
172,007 노 타임 투 다이,수상,제 76회 골든 글로브 시상식 (남우주연상-드라마)
173,007 노 타임 투 다이,수상,제 25회 미국 배우 조합상 (영화부문 남우주연상)
174,007 노 타임 투 다이,후보,제 28회 MTV 영화 & TV 어워즈 (영화 - 최고의 배우상)
175,007 노 타임 투 다이,수상,제 72회 영국 아카데미 시상식 (남우주연상)
176,007 노 타임 투 다이,후보,제 8회 CINE ICON: KT&G 상상마당 배우기획전 (﻿CINE ICON)
177,007 노 타임 투 다이,후보,제 31회 시카고 비평가 협회상 (남우주연상)
178,007 노 타임 투 다이,수상,아웃스탠딩 퍼포머상
179,007 노 타임 투 다이,후보,제 23회 미국 배우 조합상 (TV드라마부문연기상(남자))
180,007 노 타임 투 다이,후보,제 74회 골든 글로브 시상식 (남우주연상-TV 드라마)
181,007 노 타임 투 다이,수상,제 68회 에미상 (TV 드라마-남우주연상)
182,007 노 타임 투 다이,후보,제 22회 크리틱스 초이스 시상식 (TV 부문 - 드라마 시리즈 남우주연상)
183,007 노 타임 투 다이,후보,제 73회 골든 글로브 시상식 (남우주연상-TV 드라마)
184,007 노 타임 투 다이,후보,제 22회 미국 배우 조합상 (TV드라마부문연기상(남자))
185,007 노 타임 투 다이,후보,제 39회 세자르영화제 (여우주연상)
186,007 노 타임 투 다이,후보,제 48회 전미 비평가 협회상 (여우조연상)
187,007 노 타임 투 다이,후보,제 26회 시카고 비평가 협회상 (여우조연상)
188,007 노 타임 투 다이,수상,제 66회 칸영화제 (황금종려상)
189,007 노 타임 투 다이,후보,신인상
190,007 노 타임 투 다이,후보,제 38회 세자르영화제 (여우주연상)
191,007 노 타임 투 다이,후보,제 36회 세자르영화제 (신인여우상)
192,007 노 타임 투 다이,후보,제 34회 세자르영화제 (신인여우상)
193,쥬라기 월드: 도미니언,후보,제 8회 북경국제영화제 (블록버스터)
194,쥬라기 월드: 도미니언,후보,제 42회 새턴 어워즈 (최우수 SF영화상)
195,쥬라기 월드: 도미니언,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 영화상)
196,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (액션영화상)
197,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (SF/호러영화상)
198,쥬라기 월드: 도미니언,후보,제 42회 새턴 어워즈 (최우수 감독상)
199,쥬라기 월드: 도미니언,후보,제 39회 새턴 어워즈 (최우수 독립영화상)
200,쥬라기 월드: 도미니언,후보,제 23회 스톡홀름영화제 (미국 독립 영화)
201,쥬라기 월드: 도미니언,후보,제 28회 선댄스영화제 (미국 드라마틱 경쟁)
202,쥬라기 월드: 도미니언,후보,제 16회 부천국제판타스틱영화제 (월드 판타스틱 시네마)
203,쥬라기 월드: 도미니언,후보,제 25회 시카고 비평가 협회상 (유망연출상)
204,쥬라기 월드: 도미니언,수상,제 28회 선댄스영화제 (각본상(미국 드라마))
205,쥬라기 월드: 도미니언,후보,제 45회 시체스영화제 (오피셜 판타스틱 경쟁부문)
206,쥬라기 월드: 도미니언,후보,제 30회 뮌헨 국제영화제 (국제 인디펜던트 부문)
207,쥬라기 월드: 도미니언,후보,제 38회 시애틀국제영화제 (노스웨스트 커넥션)
208,쥬라기 월드: 도미니언,후보,제 43회 새턴 어워즈 (최우수 남우주연상)
209,쥬라기 월드: 도미니언,후보,제 25회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
210,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (액션영화 남우주연상)
211,쥬라기 월드: 도미니언,수상,제 25회 MTV 영화 & TV 어워즈 (최고의 액션연기상)
212,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 영웅상)
213,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 남자배우상)
214,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 웃통 벗은 연기상)
215,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 뮤지컬 퍼포먼스)
216,쥬라기 월드: 도미니언,후보,제 24회 MTV 영화 & TV 어워즈 (최고의 코믹연기상)
217,쥬라기 월드: 도미니언,수상,제 41회 새턴 어워즈 (최우수 남우주연상)
218,쥬라기 월드: 도미니언,후보,제 20회 크리틱스 초이스 시상식 (액션영화 남우주연상)
219,쥬라기 월드: 도미니언,수상,제 44회 토론토국제영화제 (다큐멘터리 관객상-세컨드)
220,쥬라기 월드: 도미니언,후보,제 44회 토론토국제영화제 (TIFF DOCS 부분)
221,쥬라기 월드: 도미니언,후보,제 23회 미국 배우 조합상 (TV영화/미니시리즈부문 연기상(여자))
222,쥬라기 월드: 도미니언,후보,제 43회 새턴 어워즈 (최우수 여우조연상)
223,쥬라기 월드: 도미니언,후보,제 21회 크리틱스 초이스 시상식 (액션영화 여우주연상)
224,쥬라기 월드: 도미니언,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 속뒤집히는 순간)
225,쥬라기 월드: 도미니언,후보,제 21회 MTV 영화 & TV 어워즈 (최고의 악당상)
226,쥬라기 월드: 도미니언,후보,"제 65회 골든 글로브 시상식 (여우주연상-TV 미니시리즈,영화)"
227,쥬라기 월드: 도미니언,후보,제 14회 MTV 영화 & TV 어워즈 (여우신인상)
228,미나리,후보,제 78회 골든 글로브 시상식 (외국어 영화상)
229,미나리,후보,제 27회 미국 배우 조합상 (영화부문 앙상블상)
230,미나리,후보,제 41회 런던 비평가 협회상 (작품상)
231,미나리,후보,제 41회 런던 비평가 협회상 (외국어영화상)
232,미나리,후보,제 33회 시카고 비평가 협회상 (유망감독상)
233,미나리,후보,제 46회 도빌 아메리칸 영화제 (경쟁 부문)
234,미나리,수상,제 36회 선댄스영화제 (심사위원대상(미국 드라마))
235,미나리,수상,제 36회 선댄스영화제 (관객상(미국 드라마))
236,미나리,후보,제 25회 부산국제영화제 (갈라 프레젠테이션)
237,미나리,후보,제 36회 선댄스영화제 (미국 드라마틱 경쟁)
238,미나리,후보,제 40회 하와이국제영화제 (뉴 아메리칸 퍼스펙티브)
239,미나리,수상,제 29회 로스앤젤레스 아시안 퍼시픽 영화제 (심사위원대상-장편영화경쟁)
240,미나리,수상,제 29회 로스앤젤레스 아시안 퍼시픽 영화제 (감독상-장편영화경쟁)
241,미나리,후보,제 31회 샌프란시스코 국제 아시안 아메리칸 영화제 (장편영화)
242,미나리,후보,제 17회 부산국제영화제 (월드 시네마)
243,미나리,후보,제 32회 모스크바 국제 영화제 (새로운 시선 경쟁)
244,미나리,후보,제 9회 트라이베카 필름 페스티벌 (국제장편경쟁)
245,미나리,후보,제 51회 런던 국제 영화제 (트레져)
246,미나리,후보,제 60회 칸영화제 (주목할 만한 시선)
247,미나리,후보,제 34회 겐트 영화제 (세계 영화 부문)
248,미나리,후보,제 12회 부산국제영화제 (플래시 포워드)
249,미나리,후보,제 32회 토론토국제영화제 (현대 세계 영화 부문)
250,미나리,후보,제 27회 미국 배우 조합상 (영화부문 남우주연상)
251,미나리,후보,제 33회 시카고 비평가 협회상 (남우주연상)
252,미나리,수상,매버릭상
253,미나리,수상,제 21회 쇼트쇼츠 국제단편영화제 (국제 경쟁 남우주연상)
254,미나리,후보,제 45회 새턴 어워즈 (최우수 남우조연상)
255,미나리,수상,제 24회 춘사영화제 (남우조연상)
256,미나리,수상,제 53회 전미 비평가 협회상 (남우조연상)
257,미나리,수상,제 34회 산타바바라 국제영화제 (버추오소스상)
258,미나리,후보,제 55회 백상예술대상 (영화 남자조연상)
259,미나리,후보,제 27회 부일영화상 (남우 조연상)
260,미나리,후보,제 39회 청룡영화상 (남우조연상)
261,미나리,후보,제 55회 대종상 영화제 (남우조연상)
262,미나리,수상,제 44회 LA 비평가 협회상 (남우조연상)
263,미나리,후보,제 31회 시카고 비평가 협회상 (남우조연상)
264,미나리,후보,제 5회 CINE ICON: KT&G 상상마당 배우기획전 (﻿NEW ICON)
265,미나리,수상,제 18회 부산영화평론가협회상 (여우주연상)
266,미나리,후보,제 53회 백상예술대상 (영화 여자최우수연기상)
267,미나리,후보,제 4회 들꽃영화상 (여우주연상)
268,미나리,후보,제 53회 백상예술대상 (영화 여자인기상)
269,미나리,수상,제 12회 대한민국 대학 영화제 (여우주연상)
270,미나리,후보,제 37회 청룡영화상 (여우주연상)
271,미나리,수상,상업영화부문 배우상
272,미나리,후보,제 52회 백상예술대상 (영화 여자인기상)
273,미나리,후보,제 9회 아시안 필름 어워드 (여우조연상)
274,미나리,후보,제 20회 춘사영화제 (우수연기상(여자))
275,미나리,후보,제 51회 백상예술대상 (영화 여자조연상)
276,미나리,후보,제 24회 부일영화상 (여우 조연상)
277,미나리,후보,제 51회 대종상 영화제 (여우조연상)
278,미나리,후보,제 35회 청룡영화상 (여우조연상)
279,미나리,후보,영화 여자인기상
280,미나리,수상,제 49회 백상예술대상 (영화 여자신인연기상)
281,미나리,후보,제 49회 백상예술대상 (영화 여자인기상)
282,미나리,후보,제 33회 청룡영화상 (신인여우상)
283,미나리,후보,제 55회 전미 비평가 협회상 (여우조연상)
284,미나리,후보,제 27회 미국 배우 조합상 (영화부문 여우조연상)
285,미나리,수상,제 46회 LA 비평가 협회상 (여우조연상)
286,미나리,후보,제 33회 시카고 비평가 협회상 (여우조연상)
287,미나리,후보,제 29회 부일영화상 (여우 조연상)
288,미나리,수상,제 26회 부일영화상 (여우 주연상)
289,미나리,후보,제 22회 춘사영화제 (여우주연상)
290,미나리,후보,제 53회 백상예술대상 (영화 여자최우수연기상)
291,미나리,후보,제 4회 들꽃영화상 (여우주연상)
292,미나리,후보,제 53회 백상예술대상 (영화 여자인기상)
293,미나리,수상,제 20회 판타지아 영화제 (슈발누아경쟁 - 여우주연상)
294,미나리,후보,제 37회 청룡영화상 (여우주연상)
295,미나리,후보,제 10회 아시아 태평양 스크린 어워드 (여우주연상)
296,미나리,수상,제 10회 아시아 태평양 스크린 어워드 (심사위원상)
297,미나리,수상,인기영화인 - 대상 원로배우
298,미나리,수상,은관문화훈장
299,미나리,후보,제 53회 대종상 영화제 (여우주연상)
300,미나리,수상,한국 최고의 배우
301,미나리,후보,제 50회 대종상 영화제 (여우주연상)
302,미나리,후보,제 21회 부일영화상 (여우 조연상)
303,미나리,수상,제 8회 맥스무비 최고의 영화상 (최고의 여자조연 배우상)
304,미나리,수상,제 5회 아시안 필름 어워드 (여우조연상)
305,미나리,수상,제 19회 부일영화상 (여우 조연상)
306,미나리,수상,제 8회 대한민국 영화대상 (여우조연상)
307,미나리,수상,제 31회 청룡영화상 (여우조연상)
308,미나리,수상,제 12회 씨네마닐라 국제영화제  (여우주연상)
309,미나리,수상,제 18회 춘사영화제 (여우조연상)
310,미나리,수상,제 47회 대종상 영화제 (여우조연상)
311,미나리,수상,제 2회 대한민국 영화대상 (여우조연상)
312,미나리,수상,제 4회 부산영화평론가협회상 (여우조연상)
313,미나리,수상,제 8회 청룡영화상 (여우주연상)
314,미나리,수상,제 10회 대종상 영화제 (신인상)
315,더블패티,수상,제 5회 서울웹페스트 영화제 (베스트 웹시리즈)
316,더블패티,후보,제 19회 전주국제영화제 (코리아 시네마스케이프 단편)
317,더블패티,후보,제 17회 미쟝센 단편영화제 (희극지왕 부문)
318,더블패티,후보,제 43회 서울독립영화제 (경쟁부문 - 단편)
319,미션 파서블,수상,제 55회 백상예술대상 (영화 남자신인연기상)
320,미션 파서블,후보,제 2회 더 서울어워즈 (영화 남우신인상)
321,미션 파서블,후보,제 39회 청룡영화상 (신인남우상)
322,미션 파서블,수상,인기스타상
323,미션 파서블,후보,제 52회 백상예술대상 (TV 남자인기상)
324,미션 파서블,후보,TV 남자인기상
325,톰과 제리,후보,제 16회 MTV 영화 & TV 어워즈 (최고의 여름추천 작품상)
326,톰과 제리,후보,제 12회 MTV 영화 & TV 어워즈 (최고의 영화상)
327,톰과 제리,후보,제 41회 새턴 어워즈 (최우수 신인배우상)
328,톰과 제리,수상,제 40회 새턴 어워즈 (최우수 신인배우상)
329,톰과 제리,후보,제 39회 새턴 어워즈 (최우수 신인배우상)
330,톰과 제리,후보,제 38회 새턴 어워즈 (최우수 신인배우상)
331,톰과 제리,후보,제 20회 MTV 영화 & TV 어워즈 (최고의 싸움상)
332,톰과 제리,수상,제 20회 MTV 영화 & TV 어워즈 (주목할만한 배우상)
333,톰과 제리,후보,제 16회 크리틱스 초이스 시상식 (신인배우상)
334,톰과 제리,수상,제 20회 MTV 영화 & TV 어워즈 (최고의 액션 스타상)
335,톰과 제리,후보,제 16회 크리틱스 초이스 시상식 (신인배우상)
336,톰과 제리,수상,제 37회 새턴 어워즈 (최우수 신인배우상)
337,톰과 제리,후보,제 11회 서울 드라마 어워즈 (TV 드라마 남자연기자상)
338,톰과 제리,후보,제 32회 골든 라즈베리 시상식 (최악의 남우조연상)
339,톰과 제리,후보,제 19회 MTV 영화 & TV 어워즈 (최고의 악당상)
340,톰과 제리,수상,제 19회 MTV 영화 & TV 어워즈 (최고의 황당한 순간상)
341,원더,후보,제 6회 디아스포라 영화제 (디아스포라의 눈)
342,원더,수상,제 44회 새턴 어워즈 (최우수 독립영화상)
343,원더,후보,제 12회 로마 국제영화제 (앨리스 인 더 시티)
344,원더,후보,제 65회 미국 작가 조합상 (각색상)
